FDT_STA_ID,MonthNum,Mean,Min,Max,Nobs,Month,key,model_slope,model_MAD,model_pval,model_intercept,variable
2-JKS044.60,8,2.462727272727272,0.11,5.09999999999999,14,August,2-JKS044.60_8,-0.09204545454545451,0.08760818181818118,0.14746093749999997,5.767954545454545,DOMin
2-JKS046.40,8,1.2815384615384615,0.12,3.3,15,August,2-JKS046.40_8,-0.03462171052631579,0.05244011594075429,0.21630859375000014,2.5441118421052633,DOMin
2-JKS048.90,8,0.47923076923076924,0,2,17,August,2-JKS048.90_8,-0.019642857142857142,0.023192099999999997,0.006103515625000004,0.9464285714285714,DOMin
4ABSA000.62,8,1.0004,0.1,2.5,26,August,4ABSA000.62_8,-0.009999999999999998,0.0518204,0.2139204809298949,1.6,DOMin
4ABWR002.50,8,1.7304761904761905,0,3.71,26,August,4ABWR002.50_8,0.06960317460317461,0.07430522497420018,0.001858711242675781,-0.4688068181818181,DOMin
4ABWR010.55,8,0.7208695652173913,0.09,2.7,26,August,4ABWR010.55_8,-0.03333333333333334,0.03741799999999998,2.781995283811634e-4,1.6133333333333333,DOMin
4ABWR017.42,8,0.6957142857142857,0.12,3.66,24,August,4ABWR017.42_8,-0.004730769230769231,0.022248003643724687,0.6332969665527343,0.6311538461538462,DOMin
4ACCK001.80,8,1.8799999999999994,0.1,4.09999999999999,23,August,4ACCK001.80_8,0.026973684210526316,0.09700068421052632,0.3524589538574219,1.0230027173913046,DOMin
4ACOA000.60,8,1.1120833333333333,0.1,2.23,24,August,4ACOA000.60_8,-0.010833333333333327,0.06501083333333335,0.4937627366612692,1.2775,DOMin
4AGIL002.39,8,0.5095652173913043,0.09,3.3,27,August,4AGIL002.39_8,-0.00472222222222222,0.014884833333333326,0.2001552581787109,0.46777777777777774,DOMin
4AROA018.36,8,0.26181818181818184,0,0.65,11,August,4AROA018.36_8,0.017142857142857147,0.013970242424242418,0.08300781249999999,-0.4038992042440318,DOMin
4AROA038.49,8,3.645714285714284,0.4,5.87,14,August,4AROA038.49_8,0.003869047619047372,0.0194390681818178,0.10255510870954554,4.148351515151518,DOMin
4AROA140.66,8,0.40714285714285714,0,1.21,17,August,4AROA140.66_8,0.012916666666666667,0.00903038181818182,0.16219923411315051,-0.12606060606060604,DOMin
4AROA145.34,8,1.803076923076923,0.21,4.2,17,August,4AROA145.34_8,-0.031190476190476192,0.04698429999999999,0.026611328125000017,3.3762500000000006,DOMin
4AROA158.22,8,2.6258823529411766,0.3,4.86,23,August,4AROA158.22_8,0.06975490196078432,0.06264711764705883,0.0025787353515625004,0.5895588235294109,DOMin
4AROA163.76,8,1.7675,0.1,4.34,27,August,4AROA163.76_8,0.10863247863247863,0.08109948717948717,0.005406357930054667,-2.187948717948718,DOMin
4AROA167.34,8,1.408499999999999,0.06,3.4,24,August,4AROA167.34_8,0.09271978021978022,0.033684346153846106,1.5069199293184292e-4,-2.43625,DOMin
4AROA175.63,8,0.22518518518518518,0,1,33,August,4AROA175.63_8,0,0.011269257575757575,0.38487926616636936,0.1,DOMin
4AROA180.21,8,0.1889285714285714,0,0.47,31,August,4AROA180.21_8,0,0.012916590909090909,0.9404758102696918,0.1,DOMin
4AROA183.64,8,0.2103846153846154,0,0.6,32,August,4AROA183.64_8,0,0.011262057692307691,0.5589635331621737,0.1,DOMin
4AROA192.94,8,6.7290909090909095,5.25,7.8,28,August,4AROA192.94_8,-0.015277777777777824,0.049255266666666776,0.06899754721819523,7.497499999999999,DOMin
4ASRE046.90,8,3.618461538461537,1.04,5.6,17,August,4ASRE046.90_8,-0.064,0.05297647499999999,0.37573242187500017,7.004000000000003,DOMin
4ASRE048.98,8,1.696,0.12,3.05,13,August,4ASRE048.98_8,0.04065934065934067,0.046595999999999936,0.06636912925875019,0.1769230769230767,DOMin
4ASRE052.31,8,0.712,0.1,1.69,14,August,4ASRE052.31_8,0.013710407239819006,0.045666031591937474,0.375,0.034660633484162894,DOMin
4ASRE056.06,8,0.3707692307692308,0.1,1.1,16,August,4ASRE056.06_8,0.00869047619047619,0.019808730769230773,0.24389648437500017,-0.16071428571428567,DOMin
4AWTH000.40,8,2.838181818181818,1.7,4.83,25,August,4AWTH000.40_8,0.04772727272727275,0.03644293006993004,0.0017560477919405383,1.3500000000000014,DOMin
8-NAR047.69,8,2.329444444444444,0.02,6.38,18,August,8-NAR047.69_8,-0.13583333333333333,0.1206156875,0.0014750245052184247,7.265000000000001,DOMin
8-NAR054.17,8,1.7099999999999993,0,5.4,13,August,8-NAR054.17_8,-0.0305,0.20426184545454473,0.27343750000000017,1.5315,DOMin
9-NEW087.14,8,0.184,0,1.1,28,August,9-NEW087.14_8,0,0.003258965944272445,1,0.10000000000000006,DOMin
9-NEW089.34,8,0.18333333333333335,0,0.9,27,August,9-NEW089.34_8,0,0.006453670588235295,0.31321950647003666,0.10000000000000006,DOMin
9-NEW092.66,8,0.2342857142857143,0,1.8,27,August,9-NEW092.66_8,0,0.0061422,0.3941664044478957,0.10489898989898994,DOMin
9-NEW098.32,8,4.3575,0.5,7.48,22,August,9-NEW098.32_8,0.14283333333333337,0.092133,0.0016056115244718816,-0.23587500000000017,DOMin
9-PKC000.00,8,0.2578947368421053,0,1,26,August,9-PKC000.00_8,-0.00596153846153846,0.010015243589743587,0.040671173027986125,0.4424999999999999,DOMin
9-PKC004.16,8,6.247857142857142,0.25,8.9,17,August,9-PKC004.16_8,-0.06068181818181821,0.043467136363636104,0.8338354180893287,10.599090909090911,DOMin
2-JKS044.60,8,5.521090909090904,4.26199999999999,6.73299999999999,14,August,2-JKS044.60_8,-0.053333333333332913,0.0453484659090912,0.024414062499999997,7.34424404761903,DOMean
2-JKS046.40,8,5.172692307692305,4.019,6.8,15,August,2-JKS046.40_8,-0.04592499999999873,0.032060249605264074,0.0024414062500000017,6.798633333333335,DOMean
2-JKS048.90,8,3.8809230769230716,3.01299999999999,5.23299999999999,17,August,2-JKS048.90_8,-0.04447222222222166,0.03655733621794863,0.0034179687500000026,5.483333333333302,DOMean
4ABSA000.62,8,4.382999999999996,3.232,5.44099999999999,26,August,4ABSA000.62_8,-0.022323076923076918,0.043762677179487224,0.031807839870452874,5.458107692307682,DOMean
4ABWR002.50,8,4.575190476190473,3.282,5.76799999999999,26,August,4ABWR002.50_8,0.017161363636364113,0.03326078318181958,0.005541801452636718,3.9745772727272515,DOMean
4ABWR010.55,8,4.164217391304344,1.823,6.03099999999999,26,August,4ABWR010.55_8,-0.1087666666666672,0.11354862749999572,4.935264587402343e-5,8.259700000000004,DOMean
4ABWR017.42,8,5.43628571428571,2.956,9.025,24,August,4ABWR017.42_8,0.009649999999998982,0.14634085666666427,0.6827135086059569,4.886950000000025,DOMean
4ACCK001.80,8,4.746631578947363,3.11,6.634,23,August,4ACCK001.80_8,-0.0044999999999999485,0.06671699999999989,0.98432159423828125,5.3255,DOMean
4ACOA000.60,8,4.374124999999997,2.92799999999999,5.85799999999999,24,August,4ACOA000.60_8,0.004177884615383577,0.036484134579393174,0.943053770411126,4.271112500000019,DOMean
4AGIL002.39,8,4.31660869565217,1.941,7.16899999999999,27,August,4AGIL002.39_8,-0.1675729166666674,0.09236818625000034,1.192092895507812e-6,10.259468750000021,DOMean
4AROA018.36,8,3.2801818181818128,1.69199999999999,5.051,11,August,4AROA018.36_8,0.020145833333333335,0.056508811029410716,0.36523437499999994,2.5241458333333338,DOMean
4AROA038.49,8,6.5862142857142825,4.05499999999999,8.249,14,August,4AROA038.49_8,0.08300000000000071,0.05553396000000053,0.0010939399472879988,3.6814374999999906,DOMean
4AROA140.66,8,3.8331428571428527,2.624,5.165,17,August,4AROA140.66_8,0.005999999999994898,0.0453990090909091,1,4.4480000000002065,DOMean
4AROA145.34,8,5.024461538461537,3.781,6.083,17,August,4AROA145.34_8,-0.02758543417366918,0.018900035294117414,0.0046386718750000035,6.1409333333333045,DOMean
4AROA158.22,8,4.5725882352941145,3.15499999999999,6.07399999999999,23,August,4AROA158.22_8,0.03262500000000007,0.06255301940559449,0.05053710937500001,3.8302499999999924,DOMean
4AROA163.76,8,4.456449999999996,3.32799999999999,6.477,27,August,4AROA163.76_8,0.05863690476190434,0.05606346000000039,0.14027467950298877,2.6659880952380997,DOMean
4AROA167.34,8,4.427499999999995,2.841,6.5,24,August,4AROA167.34_8,0.059258522727273194,0.03964691420454477,0.0012386009137933473,2.740889204545433,DOMean
4AROA175.63,8,3.68322222222222,1.76499999999999,5.84199999999999,33,August,4AROA175.63_8,-0.013569230769230074,0.04363716881118676,0.02294020354747772,4.299571428571441,DOMean
4AROA180.21,8,3.1309285714285684,1.06,5.027,31,August,4AROA180.21_8,-0.07586572890025522,0.050349096000000294,2.39752770884149e-5,6.053777493606115,DOMean
4AROA183.64,8,3.11684615384615,2.14299999999999,5.267,32,August,4AROA183.64_8,-0.029638888888890075,0.046442444999999416,4.115998744964605e-4,3.994474999999995,DOMean
4AROA192.94,8,8.189227272727273,6.75,10.88,28,August,4AROA192.94_8,-0.055259615384615435,0.06673946363636372,0.002194881439208984,9.8155,DOMean
4ASRE046.90,8,6.4166153846153815,4.567,7.77,17,August,4ASRE046.90_8,-0.07654999999999994,0.08475417681818452,0.30541992187500017,9.693999999999978,DOMean
4ASRE048.98,8,5.172299999999997,3.11399999999999,7.006,13,August,4ASRE048.98_8,-0.05985714285714332,0.12625205454545455,0.30774889830236934,7.5740000000000505,DOMean
4ASRE052.31,8,3.617399999999996,2.841,6.019,14,August,4ASRE052.31_8,0.01049999999999999,0.05028484999999813,0.7596144888058398,2.8415,DOMean
4ASRE056.06,8,4.219307692307688,3.39299999999999,6.98099999999999,16,August,4ASRE056.06_8,0.01807142857142853,0.01710461499999721,0.008056640625000005,3.5220714285714303,DOMean
4AWTH000.40,8,4.57772727272727,3.351,6.043,25,August,4AWTH000.40_8,0.0047083333333333335,0.02757359638157895,0.5879268646240233,4.494875,DOMean
8-NAR047.69,8,5.970166666666663,4.62899999999999,7.36399999999999,18,August,8-NAR047.69_8,-0.0880982142857149,0.07975304931818313,2.1335227413779996e-4,9.790062500000019,DOMean
8-NAR054.17,8,5.735538461538457,4.86399999999999,7.45699999999999,13,August,8-NAR054.17_8,-0.02772222222222217,0.0945601012820536,0.1677246093750001,6.497444444444442,DOMean
9-NEW087.14,8,2.684399999999997,0.847999999999999,4.067,28,August,9-NEW087.14_8,-0.02392463768115997,0.032633544306265604,0.08254255239408262,3.384533333333349,DOMean
9-NEW089.34,8,3.384904761904759,2.236,4.95399999999999,27,August,9-NEW089.34_8,-0.01468181818181814,0.047031078671332986,0.30381584167480463,3.6958636363636495,DOMean
9-NEW092.66,8,3.5849047619047587,2.003,5.35299999999999,27,August,9-NEW092.66_8,-0.0355000000000002,0.058613387179486894,0.13728332519531247,4.849500000000001,DOMean
9-NEW098.32,8,6.161799999999997,3.65,8.66399999999999,22,August,9-NEW098.32_8,0.06563636363636362,0.07269596109625578,0.001087347004647457,3.913033333333337,DOMean
9-PKC000.00,8,3.5403684210526287,2.2,5.203,26,August,9-PKC000.00_8,-0.00201298701298703,0.05424005454545375,0.92171478271484375,3.763216666666635,DOMean
9-PKC004.16,8,7.743285714285711,4.84,10.275,17,August,9-PKC004.16_8,-0.045687499999998105,0.09880911250000092,0.2091743487838535,10.059062499999968,DOMean
2-JKS044.60,8,7.426363636363637,3.2,10.21,14,August,2-JKS044.60_8,0.08842948717948718,0.27590987348178136,0.27832031249999994,2.993397435897436,DORange
2-JKS046.40,8,7.9399999999999995,6,9.5,15,August,2-JKS046.40_8,0.03839285714285784,0.07274006250000105,0.08032226562500007,6.454444444444446,DORange
2-JKS048.90,8,8.263846153846151,6.1,9.61999999999999,17,August,2-JKS048.90_8,0.018888888888888795,0.06893190196078419,0.09423828125000008,7.879821428571402,DORange
4ABSA000.62,8,8.600399999999999,5.7,11.27,26,August,4ABSA000.62_8,0.055499999999999924,0.0700940333333333,0.0055788159370422355,6.726907894736842,DORange
4ABWR002.50,8,7.77,5.2,10.9,26,August,4ABWR002.50_8,-0.0739,0.08039398499999995,0.2029170989990234,10.429400000000001,DORange
4ABWR010.55,8,9.563043478260864,6.4,12.33,26,August,4ABWR010.55_8,0.05895454545453984,0.12622130075757568,0.017872810363769528,7.494954545454688,DORange
4ABWR017.42,8,9.309047619047618,7.6,12.47,24,August,4ABWR017.42_8,0.07636363636363627,0.08310422272727297,7.209777832031249e-4,5.64444444444444,DORange
4ACCK001.80,8,7.4205263157894725,4.59999999999999,9.91,23,August,4ACCK001.80_8,0.01638461538461543,0.08529023076923072,0.4413337707519531,6.82083333333334,DORange
4ACOA000.60,8,8.106666666666666,3.9,10.3,24,August,4ACOA000.60_8,0.07794444444444476,0.06764362500000004,1.1911688733936862e-4,5.705000000000002,DORange
4AGIL002.39,8,9.323913043478255,4.5,12.23,27,August,4AGIL002.39_8,0.024230769230769167,0.12386679487178175,0.7313888072967528,7.952000000000005,DORange
4AROA018.36,8,7.493636363636363,6.91,8.36999999999999,11,August,4AROA018.36_8,0.018297101449275387,0.005789168025362322,0.004882812499999999,6.757333333333333,DORange
4AROA038.49,8,5.4,0.86,10.3,14,August,4AROA038.49_8,0.017589285714285717,0.060827473684210515,0.8016843787266217,4.295818965517241,DORange
4AROA140.66,8,9.027857142857142,6.06,10.54,17,August,4AROA140.66_8,0.03571428571428571,0.03724149999999865,0.14867854922651083,8.029761904761902,DORange
4AROA145.34,8,7.373846153846154,4.8,9.64,17,August,4AROA145.34_8,0.12120535714285716,0.06438572916666664,7.324218750000004e-4,2.9817857142857136,DORange
4AROA158.22,8,5.536470588235294,3.7,8.4,23,August,4AROA158.22_8,-0.046249999999999826,0.053332416666666924,0.017425537109375003,6.539999999999998,DORange
4AROA163.76,8,7.2525,5.38,9,27,August,4AROA163.76_8,-0.04163461538461538,0.06281542105263159,0.02826108370127153,8.957142857142856,DORange
4AROA167.34,8,8.2485,6.8,11.1,24,August,4AROA167.34_8,-0.008154761904761908,0.04630985606060602,0.5135916823370115,8.004999999999999,DORange
4AROA175.63,8,10.53259259259259,7.4,12.9,33,August,4AROA175.63_8,0.08958333333334165,0.0922212499999879,9.596347808837885e-5,7.308333333333066,DORange
4AROA180.21,8,11.238928571428568,5,14.44,31,August,4AROA180.21_8,0.03326388888888886,0.07236473257575748,0.01041108313968534,10.170953947368421,DORange
4AROA183.64,8,11.883461538461539,7,15.8,32,August,4AROA183.64_8,0.02458333333333338,0.08463174999999998,0.05960021364319958,11.099999999999984,DORange
4AROA192.94,8,2.585909090909091,0.1,7.4,28,August,4AROA192.94_8,-0.08414285714285714,0.16332133333333332,0.12701332858361858,4.852666666666668,DORange
4ASRE046.90,8,6.3284615384615375,2.6,10.96,17,August,4ASRE046.90_8,0.24000000000000035,0.12152166577540079,0.0034179687500000026,-2.6380952380952367,DORange
4ASRE048.98,8,7.128,4.9,12.46,13,August,4ASRE048.98_8,0.09410256410256414,0.07201200000000003,0.18485825379822088,3.671538461538459,DORange
4ASRE052.31,8,7.605999999999999,5.5,9.99,14,August,4ASRE052.31_8,0.04436813186813184,0.031752350000000026,0.431640625,5.629532967032968,DORange
4ASRE056.06,8,7.933076923076921,5.5,9.77999999999999,16,August,4ASRE056.06_8,-0.004166666666667557,0.07866016666666643,0.8393554687500002,8.336000000000034,DORange
4AWTH000.40,8,5.292272727272727,3.9,6.4,25,August,4AWTH000.40_8,-0.0038461538461538668,0.03514695104895039,0.33041033841339174,5.029999999999999,DORange
8-NAR047.69,8,5.400555555555555,0.54,8.51,18,August,8-NAR047.69_8,0.1625,0.16800553636363635,0.023674011230468753,-1.036153846153847,DORange
8-NAR054.17,8,6.89076923076923,3.08,9.65,13,August,8-NAR054.17_8,0.11000000000000007,0.15474637499999888,0.08032226562500007,2.234047619047619,DORange
9-NEW087.14,8,7.605999999999998,2.87,11.1,28,August,9-NEW087.14_8,0.09259661835748745,0.06820922727272678,0.0094356536865234375,3.94003968253969,DORange
9-NEW089.34,8,7.925238095238095,4.97,11.5,27,August,9-NEW089.34_8,0.05819693094629154,0.0913483198209718,0.07013702392578124,5.99325,DORange
9-NEW092.66,8,7.936190476190475,5.09,12.1,27,August,9-NEW092.66_8,0.04272727272727268,0.10951022727272736,0.30381584167480463,5.261153846153846,DORange
9-NEW098.32,8,3.1305,0.579999999999999,7.1,22,August,9-NEW098.32_8,-0.10062500000000005,0.1027009375,4.825592041015625e-4,6.4565,DORange
9-PKC000.00,8,7.812631578947369,5.43,12.1,26,August,9-PKC000.00_8,0.08406250000000001,0.1098050625,0.14468765258789063,3.1940624999999976,DORange
9-PKC004.16,8,2.1692857142857136,0.1,7.73,17,August,9-PKC004.16_8,-0.03583333333333335,0.07703705882353065,0.3793539434940021,2.7375000000000003,DORange
2-JKS044.60,8,9.775384615384613,8.3,12.02,18,August,2-JKS044.60_8,0.061666666666666634,0.037126775000000875,0.021484375000000014,7.603333333333322,DOMax
2-JKS046.40,8,9.22153846153846,7.9,11.1,17,August,2-JKS046.40_8,0.024071428571428615,0.02114469999999991,0.05737304687500004,8.15375,DOMax
2-JKS048.90,8,8.743076923076922,6.6,11,18,August,2-JKS048.90_8,0.011666666666667455,0.05702807894736802,0.1271972656250001,8.269196428571401,DOMax
2-JKS053.48,8,8.715833333333332,7.77,9.63,17,August,2-JKS053.48_8,0.02944444444444496,0.035711833333333755,0.013435415683849091,7.976527777777756,DOMax
2-XDD000.40,8,11.161999999999999,6.9,15.82,30,August,2-XDD000.40_8,0.09964285714285703,0.6750419000000001,0.625,12.133214285714285,DOMax
4ABSA000.62,8,9.564615384615378,8,11.53,31,August,4ABSA000.62_8,0.0399999999999994,0.050434874999999976,0.0019438606023355418,8.121428571428599,DOMax
4ABWR002.50,8,9.498799999999997,7.6,11.84,32,August,4ABWR002.50_8,0.05199999999999951,0.046872969230767475,0.014722049236297606,7.5302557544756965,DOMax
4ABWR010.55,8,10.1588,8,12.71,34,August,4ABWR010.55_8,0.011071428571428652,0.14303453030303037,0.7509929537773131,9.649999999999991,DOMax
4ABWR017.42,8,9.785599999999995,7.1,12.74,31,August,4ABWR017.42_8,0.0859890109890035,0.06247081730770258,5.245208740234373e-6,6.918035087719284,DOMax
4ACCK001.80,8,9.193043478260863,7.4,11.04,28,August,4ACCK001.80_8,0.06423809523809257,0.03477257647058877,1.0251998901367186e-5,7.066794871794862,DOMax
4ACOA000.60,8,9.19961538461538,5.8,11.25,29,August,4ACOA000.60_8,0.06310457516339867,0.034424421568627475,1.2814998626709001e-6,6.783076923076999,DOMax
4AGIL002.39,8,9.650384615384608,7.5,12.32,33,August,4AGIL002.39_8,0.014833333333323987,0.08043104999998608,0.9594864825703316,8.879500000000363,DOMax
4AROA018.36,8,7.683999999999998,6.58,8.44999999999999,20,August,4AROA018.36_8,0.01116858237547918,0.0317583347701145,0.13537597656250003,7.191666666666667,DOMax
4AROA038.49,8,8.699473684210519,5.39,11.07,31,August,4AROA038.49_8,0.009523809523809785,0.07020095652173917,0.48996734619140625,8.466666666666658,DOMax
4AROA140.66,8,9.226470588235292,4.2,10.86,21,August,4AROA140.66_8,0.05014285714285782,0.06375768333333437,0.012863159179687502,8.244571428571396,DOMax
4AROA145.34,8,9.072499999999993,5.2,10.6,20,August,4AROA145.34_8,0.07119047619047461,0.029651999999993774,7.038965228846216e-4,6.776923076923079,DOMax
4AROA158.22,8,8.224166666666664,7.1,8.82,33,August,4AROA158.22_8,0.010370370370370526,0.03092928019323639,0.14115496112981205,7.936785714285716,DOMax
4AROA163.76,8,9.034799999999999,7.5,10.98,35,August,4AROA163.76_8,0.02986607142857141,0.038888164772728315,0.015972971916198727,8.333823529411777,DOMax
4AROA167.34,8,9.617083333333332,8,12.18,31,August,4AROA167.34_8,0.023181818181817637,0.0820147363636372,0.05342604254261375,8.890909090909112,DOMax
4AROA175.63,8,10.696785714285715,7.8,13.7,47,August,4AROA175.63_8,0.06669047619047619,0.08062727647058832,0.006965250168301856,8.129166666666668,DOMax
4AROA180.21,8,11.37620689655172,5,14.44,34,August,4AROA180.21_8,0.025874125874125863,0.0800984153846153,0.07598886638879775,10.824603174603173,DOMax
4AROA183.64,8,12.08,7.6,15.8,37,August,4AROA183.64_8,0.0035625000000000014,0.10165076249999964,0.49464992061257357,12.366166666666668,DOMax
4AROA192.55,8,9.669999999999998,5.68,12.3,36,August,4AROA192.55_8,-0.09230769230769308,0.10962686538461487,0.2091743487838535,12.338461538461557,DOMax
4AROA192.94,8,9.146785714285713,6,13.8,35,August,4AROA192.94_8,-0.059444444444443904,0.0912243868092683,0.0022339224815368687,10.55666666666666,DOMax
4AROA196.05,8,7.811153846153845,5.9,10.4,43,August,4AROA196.05_8,0.015438596491228078,0.05541790350877149,0.24716576222476597,7.187368421052632,DOMax
4ASRE046.90,8,10.102,6.3,14.4,30,August,4ASRE046.90_8,0.07318181818181817,0.2162349636363636,0.20776367187500003,7.385000000000002,DOMax
4ASRE048.98,8,8.609285714285713,6.7,12.66,17,August,4ASRE048.98_8,0.04599999999999795,0.07149426666666532,0.20906210343592613,6.460000000000093,DOMax
4ASRE052.31,8,8.464999999999998,6.4,11.68,16,August,4ASRE052.31_8,0,0.10471641176470536,0.9055303354286192,7.7000000000000455,DOMax
4ASRE056.06,8,7.9935,6.5,9.88,23,August,4ASRE056.06_8,0.0435294117647058,0.019685098484848534,0.005160641767921839,6.529495798319328,DOMax
4AWTH000.40,8,8.119166666666665,7.1,9.11999999999999,29,August,4AWTH000.40_8,0.018333333333333587,0.01729699999999996,0.0018226021263969844,7.547999999999987,DOMax
5ASRN000.66,8,4.932222222222222,0.4,8.77,10,August,5ASRN000.66_8,0.15291666666666662,0.19026699999999994,0.1640625,-1.4149999999999991,DOMax
8-NAR047.69,8,7.6615,6.31,9.1,20,August,8-NAR047.69_8,-0.02940476190476185,0.04113488235294114,0.0038062737413383017,8.601428571428563,DOMax
8-NAR054.17,8,8.338947368421051,6.85,9.86999999999999,19,August,8-NAR054.17_8,-0.01199999999999965,0.08162536666666617,0.3524589538574219,8.655333333333303,DOMax
9-NEW087.14,8,7.903478260869566,2.9,11.1,42,August,9-NEW087.14_8,0.061176470588235235,0.10796816470588252,0.027674198150634762,5.339805194805194,DOMax
9-NEW089.34,8,8.052916666666661,5.01,11.5,41,August,9-NEW089.34_8,0.05539215686274515,0.08292385294117638,0.03948163986206062,6.002564935064941,DOMax
9-NEW092.66,8,8.174583333333333,5.13,12.1,41,August,9-NEW092.66_8,-0.0037499999999999756,0.11955468181818149,0.61705711367507865,6.951862745098039,DOMax
9-NEW098.32,8,7.314358974358973,4.5,10.91,61,August,9-NEW098.32_8,0.05226973684210525,0.04201861184210525,1.1209980948478938e-4,5.777142857142857,DOMax
9-PKC000.00,8,8.068695652173911,5.49,12.2,32,August,9-PKC000.00_8,0.038484848484848226,0.09330271363636398,0.664999485015869,7.104305555555602,DOMax
9-PKC004.16,8,8.725217391304346,6.51,11.4,32,August,9-PKC004.16_8,-0.08142857142857107,0.03901826666666666,7.376670837402343e-4,11.471428571428554,DOMax
